ls11cd,la19nm,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile
E01000715,Bromley,"23,097",9,31394,10,28283,10,28519,9,16942,7,4169,9,16039,9,28607,9,30994,9
E01000716,Bromley,"20,909",9,24182,9,22448,8,26115,8,23773,10,3601,8,21182,10,28177,8,31307,10
E01000717,Bromley,"23,373",9,18511,7,23743,9,27144,9,25532,10,2341,5,16525,9,31857,10,29937,9
E01000718,Bromley,"7,863",5,8005,3,8372,3,10745,3,14658,7,493,2,6447,3,24973,7,15940,4
E01000719,Bromley,"15,410",8,5515,2,8678,4,12584,4,6513,3,2549,6,14465,8,13931,3,12511,2
E01000720,Bromley,"6,050",4,1515,1,2798,1,5812,1,2812,1,230,1,12823,7,14017,3,5647,1
E01000721,Bromley,"2,273",2,1623,1,2169,1,3998,1,2782,1,2260,5,17506,9,8362,1,5084,1
E01000722,Bromley,"15,852",8,6692,3,9999,4,12012,4,6205,3,4272,9,12128,7,17537,4,10132,2
E01000723,Bromley,"28,609",10,16339,7,21998,8,18975,6,15310,7,2703,6,22315,10,26567,8,13418,3
E01000724,Bromley,"5,809",4,4425,2,4917,2,6702,2,3368,1,1474,4,21142,10,10542,2,5991,1
E01000725,Bromley,"7,853",5,6367,3,7244,3,10301,3,6649,3,2408,5,10834,6,15318,3,11720,2
E01000726,Bromley,"20,344",9,15652,6,17999,7,16898,6,3258,1,4282,9,17750,9,26423,8,19294,5
E01000727,Bromley,"19,683",9,16026,7,16973,7,19650,7,14567,7,3184,7,13150,7,26408,8,19293,5
E01000728,Bromley,"14,523",7,15844,7,13041,5,12488,4,5716,2,2855,6,18886,10,23947,7,11508,2
E01000729,Bromley,"4,885",4,2456,1,2982,1,3589,1,3484,1,2579,6,18640,10,8514,1,5928,1
E01000730,Bromley,"3,777",3,1310,1,2654,1,3759,1,5257,2,1076,3,19501,10,9880,2,6254,1
E01000731,Bromley,"12,587",7,4404,2,7675,3,9636,3,5862,2,901,2,16446,9,20005,5,8521,1
E01000732,Bromley,"19,119",8,14221,6,15759,7,16878,6,16578,7,3107,7,20136,10,26380,8,20576,5
E01000733,Bromley,"14,262",7,6968,3,10855,5,13737,4,8377,4,3826,8,13453,8,24684,7,15059,3
E01000734,Bromley,"21,935",9,18303,7,19251,8,21152,7,22695,9,2748,6,18100,9,28105,8,20413,5
E01000735,Bromley,"9,385",6,7146,3,7954,3,8939,3,6553,3,2310,5,12776,7,15981,4,5487,1
E01000736,Bromley,"15,481",8,9698,4,10416,4,11449,4,13007,6,2747,6,17884,9,23242,6,10618,2
E01000737,Bromley,"9,460",6,3523,1,5493,2,7025,2,3786,2,2037,5,16001,9,13780,3,11501,2
E01000738,Bromley,"12,944",7,17336,7,14072,6,14442,5,4452,2,3610,8,15072,8,21039,6,14904,3
E01000739,Bromley,"5,157",4,2121,1,2777,1,4077,1,1192,1,2330,5,18380,9,12537,2,4522,1
E01000740,Bromley,"3,611",3,6329,3,9485,4,14230,5,2473,1,1177,3,12880,7,19895,5,20780,6
E01000741,Bromley,"4,019",3,7696,3,10393,4,11570,4,10510,5,1376,3,11158,6,12709,3,19966,5
E01000742,Bromley,"6,556",4,5317,2,9668,4,13961,5,9218,4,1095,3,8381,5,24191,7,23035,6
E01000743,Bromley,"5,209",4,4993,2,5352,2,4950,1,4796,2,1794,4,13555,8,9653,2,13403,3
E01000744,Bromley,"1,366",1,1789,1,2178,1,3377,1,8927,4,1168,3,17688,9,8125,1,8787,1
E01000745,Bromley,"8,209",5,11586,5,12939,5,16673,6,8577,4,1047,3,15383,8,23948,7,26705,8
E01000746,Bromley,"9,195",5,14137,6,14355,6,19967,7,8870,4,1984,5,11549,7,26305,8,21300,6
E01000747,Bromley,"21,185",9,16990,7,17926,7,20596,7,17845,8,61,1,14278,8,27196,8,15748,4
E01000748,Bromley,"27,997",10,28124,10,29393,10,28847,9,20956,9,448,1,13473,8,31343,10,19236,5
E01000749,Bromley,"24,453",9,26876,9,26174,9,27853,9,18554,8,692,2,23506,10,30448,9,23032,6
E01000750,Bromley,"14,184",7,3690,1,6604,3,5166,1,24540,10,462,1,25801,10,19633,5,8883,1
E01000751,Bromley,"23,750",9,30704,10,28198,10,29061,9,19431,8,3580,8,25821,10,28364,8,23730,7
E01000752,Bromley,"24,063",9,25628,9,24283,9,24834,8,15719,7,4395,10,18568,10,28391,8,24229,7
E01000753,Bromley,"32,629",10,29489,10,32001,10,30236,10,31844,10,1700,4,24385,10,31877,10,27336,8
E01000754,Bromley,"25,492",10,25678,9,26903,9,29763,10,27483,10,2364,5,20970,10,27916,8,26535,8
E01000755,Bromley,"28,844",10,30386,10,30725,10,31198,10,30394,10,2735,6,24650,10,29347,9,29821,9
E01000756,Bromley,"32,048",10,26277,9,29898,10,31557,10,19558,8,4279,9,18904,10,31701,10,28620,8
E01000757,Bromley,"32,762",10,31699,10,32614,10,32360,10,31779,10,2687,6,23099,10,32145,10,29285,9
E01000758,Bromley,"31,240",10,31357,10,32241,10,32013,10,29373,10,3944,9,22927,10,31607,10,31347,10
E01000759,Bromley,"31,472",10,31340,10,31604,10,27370,9,18717,8,2393,5,20202,10,31088,10,24338,7
E01000760,Bromley,"29,115",10,26464,9,28038,10,29828,10,25521,10,1770,4,14261,8,29021,9,23765,7
E01000761,Bromley,"31,429",10,29124,10,31212,10,30043,10,17111,8,2892,6,19420,10,31202,10,23588,7
E01000762,Bromley,"29,559",10,20269,8,24939,9,28185,9,29995,10,2829,6,21884,10,28901,9,29069,9
E01000763,Bromley,"31,613",10,31724,10,32066,10,32092,10,21507,9,3704,8,19791,10,31250,10,23968,7
E01000764,Bromley,"18,675",8,19009,7,19623,8,19010,6,21735,9,3066,7,19230,10,24710,7,22104,6
E01000765,Bromley,"28,212",10,23534,9,25959,9,26237,9,17296,8,4246,9,17933,9,31410,10,26887,8
E01000766,Bromley,"31,462",10,31915,10,32117,10,30468,10,28484,10,4633,10,21345,10,32404,10,28609,8
E01000767,Bromley,"31,022",10,30403,10,31842,10,30819,10,16428,7,4552,10,18427,9,31721,10,28200,8
E01000768,Bromley,"25,580",10,23830,9,26744,9,25361,8,16307,7,2439,6,19991,10,29966,9,30764,9
E01000769,Bromley,"20,515",9,18788,7,16661,7,8751,2,1275,1,2016,5,19893,10,21441,6,21394,6
E01000770,Bromley,"30,488",10,24961,9,29525,10,30904,10,13409,6,4292,9,14480,8,32364,10,32015,10
E01000771,Bromley,"31,707",10,31265,10,32176,10,31305,10,12793,6,4648,10,12501,7,32490,10,30199,9
E01000772,Bromley,"25,966",10,26918,9,27432,9,31547,10,30155,10,4237,9,20817,10,31635,10,31168,10
E01000773,Bromley,"29,424",10,29574,10,29080,10,27891,9,27629,10,3608,8,15102,8,31777,10,25880,7
E01000774,Bromley,"20,383",9,24857,9,24413,9,26532,9,12275,5,4277,9,16365,9,28774,9,20950,6
E01000775,Bromley,"27,167",10,24544,9,27354,9,30254,10,24085,10,2391,5,17960,9,32751,10,26571,8
E01000777,Bromley,"24,542",9,29545,10,29178,10,29594,9,21102,9,2823,6,14363,8,30067,9,26370,8
E01000778,Bromley,"19,885",9,24811,9,21694,8,20130,7,22854,9,1687,4,16919,9,26040,7,20509,5
E01000779,Bromley,"18,794",8,17422,7,18503,7,20340,7,3648,1,4318,9,10474,6,28002,8,23939,7
E01000780,Bromley,"10,806",6,10023,4,9886,4,12322,4,6507,3,3443,8,16514,9,25233,7,9740,2
E01000781,Bromley,"6,239",4,3184,1,3919,1,5734,1,3709,1,2098,5,19789,10,10166,2,5693,1
E01000782,Bromley,"3,525",3,2900,1,2474,1,2229,1,3069,1,1203,3,13490,8,6107,1,5785,1
E01000783,Bromley,"8,582",5,4134,2,6186,2,9120,3,3390,1,2721,6,18884,10,15611,4,5255,1
E01000784,Bromley,"22,986",9,20590,8,21821,8,23768,8,13650,6,4244,9,14808,8,26323,8,25618,7
E01000785,Bromley,"8,393",5,2219,1,5056,2,6280,2,4809,2,3364,7,15185,8,16515,4,9064,1
E01000786,Bromley,"31,844",10,20190,8,27873,10,22826,8,12619,6,2336,5,24204,10,29973,9,28608,8
E01000787,Bromley,"16,659",8,9678,4,12226,5,11236,3,5106,2,3175,7,17821,9,24761,7,10824,2
E01000788,Bromley,"17,122",8,9680,4,12764,5,15400,5,2335,1,2287,5,8088,4,27511,8,16498,4
E01000789,Bromley,"6,926",5,2259,1,2622,1,4560,1,11330,5,2164,5,21529,10,15537,3,5391,1
E01000790,Bromley,"21,728",9,17272,7,19702,8,20846,7,15180,7,3360,7,4866,2,30619,9,27798,8
E01000791,Bromley,"26,320",10,22809,8,25336,9,22071,7,17283,8,3609,8,19921,10,28476,8,21655,6
E01000792,Bromley,"21,547",9,7090,3,11822,5,13263,4,4379,2,4368,10,24584,10,25692,7,15689,3
E01000793,Bromley,"31,195",10,32310,10,31567,10,30602,10,23975,10,3922,9,19826,10,29145,9,29926,9
E01000794,Bromley,"31,105",10,31893,10,30843,10,29892,10,30705,10,4102,9,25973,10,30687,9,29209,9
E01000795,Bromley,"19,461",9,12075,5,15405,6,15132,5,24301,10,3014,7,23263,10,22839,6,21647,6
E01000796,Bromley,"1,182",1,4841,2,4535,2,6085,1,13933,6,2111,5,19355,10,15806,4,12151,2
E01000797,Bromley,"20,232",9,28601,10,24859,9,20102,7,5310,2,3206,7,11028,6,26756,8,29759,9
E01000798,Bromley,"3,053",2,744,1,2851,1,4295,1,2298,1,1844,4,7409,4,11895,2,7363,1
E01000799,Bromley,"11,455",6,16295,7,14179,6,13913,4,5342,2,3599,8,7021,4,26257,8,23817,7
E01000800,Bromley,"5,232",4,6497,3,7874,3,9534,3,2641,1,2399,5,9642,5,22181,6,14958,3
E01000801,Bromley,"17,980",8,12225,5,14328,6,14468,5,13220,6,3276,7,9002,5,24273,7,18341,5
E01000802,Bromley,"8,447",5,11633,5,12127,5,16412,5,10504,5,3182,7,3390,2,24957,7,25851,7
E01000803,Bromley,"13,121",7,14583,6,14233,6,16370,5,15730,7,2627,6,8694,5,22411,6,25194,7
E01000804,Bromley,"21,118",9,28409,10,26157,9,27379,9,11826,5,4086,9,13010,7,30978,10,29917,9
E01000805,Bromley,"9,298",6,13014,6,12174,5,17766,6,6038,2,3624,8,3290,1,21391,6,17462,4
E01000806,Bromley,"3,999",3,6011,2,7318,3,11780,4,11747,5,1961,5,9663,6,17794,4,14314,3
E01000807,Bromley,"32,625",10,24574,9,28900,10,28223,9,22343,9,4300,9,13484,8,31365,10,29200,9
E01000808,Bromley,"29,094",10,25101,9,25931,9,21796,7,25107,10,3885,9,24121,10,31094,10,28734,8
E01000809,Bromley,"31,287",10,30988,10,31302,10,30334,10,26093,10,4162,9,22689,10,31676,10,27348,8
E01000810,Bromley,"31,820",10,32446,10,32498,10,32332,10,27243,10,4662,10,23093,10,32557,10,30633,9
E01000811,Bromley,"27,489",10,31263,10,30598,10,30314,10,19913,9,4346,9,17970,9,31130,10,27914,8
E01000812,Bromley,"16,842",8,22281,8,19555,8,21230,7,17615,8,3943,9,17979,9,30132,9,26676,8
E01000813,Bromley,"31,627",10,28579,10,30905,10,30361,10,24327,10,4805,10,22793,10,31815,10,26390,8
E01000814,Bromley,"32,741",10,30699,10,32379,10,32245,10,18961,8,3814,8,21563,10,32527,10,32215,10
E01000815,Bromley,"32,750",10,31825,10,32719,10,32590,10,26669,10,4528,10,23064,10,32634,10,30423,9
E01000816,Bromley,"26,109",10,14384,6,18903,8,20362,7,10975,5,3129,7,14677,8,28976,9,18125,4
E01000818,Bromley,"24,127",9,22683,8,22262,8,22476,8,8073,3,2003,5,16880,9,31275,10,21734,6
E01000819,Bromley,"4,288",3,6745,3,7069,3,9650,3,7176,3,2042,5,12117,7,19828,5,16581,4
E01000820,Bromley,"13,573",7,14523,6,11662,5,8883,3,7620,3,3940,9,14650,8,17666,4,25186,7
E01000822,Bromley,"12,054",7,15509,6,16093,7,19818,7,18064,8,4209,9,14204,8,18773,5,25117,7
E01000823,Bromley,"25,540",10,24368,9,23310,9,22919,8,6665,3,3555,8,15130,8,26726,8,31023,9
E01000824,Bromley,"8,911",5,17982,7,15600,7,17648,6,11845,5,3485,8,9675,6,22560,6,29539,9
E01000825,Bromley,"17,259",8,16318,7,15863,7,14445,5,23156,9,2568,6,7222,4,22388,6,24827,7
E01000826,Bromley,"32,533",10,31129,10,32388,10,32157,10,28545,10,3245,7,19405,10,31981,10,31793,10
E01000827,Bromley,"29,290",10,21090,8,26147,9,29788,10,28895,10,3840,8,21548,10,32270,10,29253,9
E01000828,Bromley,"16,242",8,26184,9,21571,8,21736,7,23672,10,2432,6,17936,9,29956,9,30286,9
E01000829,Bromley,"22,305",9,25853,9,26365,9,29083,9,28464,10,3550,8,17483,9,31675,10,29272,9
E01000830,Bromley,"32,746",10,32145,10,32782,10,32644,10,26305,10,3765,8,19633,10,32555,10,31840,10
E01000831,Bromley,"18,574",8,24808,9,21908,8,24785,8,30191,10,2927,7,17968,9,30665,9,31470,10
E01000832,Bromley,"23,242",9,31551,10,29963,10,29611,9,22685,9,2810,6,21729,10,31338,10,30563,9
E01000833,Bromley,"31,214",10,31555,10,32238,10,32394,10,30239,10,4320,9,23155,10,32459,10,30458,9
E01000834,Bromley,"30,627",10,28611,10,29810,10,30384,10,29703,10,3749,8,19997,10,31798,10,27306,8
E01000835,Bromley,"21,241",9,20225,8,21680,8,27253,9,25449,10,4484,10,15534,9,30371,9,25930,7
E01000836,Bromley,"30,568",10,30210,10,30560,10,30765,10,29590,10,2785,6,19574,10,31811,10,28469,8
E01000837,Bromley,"20,521",9,25963,9,23135,9,19046,6,21422,9,3611,8,21080,10,24585,7,25694,7
E01000838,Bromley,"32,372",10,31515,10,32095,10,29203,9,23265,9,4052,9,21331,10,29773,9,26827,8
E01000839,Bromley,"32,639",10,31781,10,32651,10,32136,10,22047,9,3804,8,20770,10,32125,10,29690,9
E01000840,Bromley,"22,993",9,28166,10,25193,9,22036,7,29693,10,1691,4,17969,9,25165,7,28268,8
E01000841,Bromley,"29,400",10,29881,10,29843,10,29714,10,27091,10,4533,10,17273,9,31728,10,26925,8
E01000842,Camden,"18,539",8,30413,10,25618,9,26950,9,16679,7,4222,9,9631,5,31569,10,26832,8
E01000843,Camden,"15,385",8,10089,4,13210,6,23273,8,16140,7,4031,9,6948,4,31419,10,27116,8
E01000844,Camden,"15,483",8,31771,10,25915,9,27271,9,10865,5,4352,10,5694,3,30541,9,31617,10
E01000845,Camden,"16,267",8,18142,7,19846,8,24313,8,7515,3,4612,10,11650,7,27737,8,27601,8
E01000846,Camden,"7,330",5,11050,5,8658,4,9008,3,9870,4,4127,9,8661,5,22854,6,24890,7
E01000847,Camden,"10,183",6,10389,4,10258,4,14432,5,13745,6,4193,9,10302,6,27589,8,25791,7
E01000848,Camden,"15,150",8,31618,10,27581,9,30998,10,16558,7,4602,10,13049,7,32668,10,27750,8
E01000849,Camden,"18,807",8,26925,9,28141,10,30762,10,18614,8,4452,10,10051,6,29985,9,20773,6
E01000850,Camden,"14,448",7,10272,4,23331,9,28884,9,10584,5,3168,7,1402,1,31342,10,27718,8
E01000851,Camden,"15,000",8,26116,9,27860,10,30738,10,17753,8,3458,8,45,1,30485,9,25104,7
E01000852,Camden,"9,296",6,7594,3,22053,8,26666,9,9260,4,3266,7,2218,1,24947,7,31671,10
E01000853,Camden,"4,545",3,10811,5,5183,2,4520,1,7949,3,4160,9,5384,3,16678,4,20776,6
E01000854,Camden,"2,687",2,14879,6,13625,6,21112,7,22453,9,3299,7,5165,2,22350,6,25059,7
E01000855,Camden,"22,928",9,11497,5,26530,9,28615,9,11059,5,2732,6,1132,1,29014,9,27009,8
E01000856,Camden,"3,528",3,5204,2,6115,2,8413,2,1714,1,3972,9,7539,4,9671,2,18958,5
E01000857,Camden,"7,905",5,17566,7,12128,5,14607,5,19446,8,4628,10,10410,6,23320,6,30103,9
E01000858,Camden,"1,869",2,1803,1,3559,1,5312,1,405,1,3503,8,10045,6,11236,2,18976,5
E01000859,Camden,"20,230",9,29733,10,26241,9,26595,9,21015,9,4604,10,9051,5,31915,10,29294,9
E01000860,Camden,"3,056",2,25376,9,9299,4,18971,6,13285,6,3549,8,8147,4,24814,7,26645,8
E01000861,Camden,"6,903",4,6971,3,8227,3,8660,2,505,1,3457,8,1193,1,12887,3,27733,8
E01000862,Camden,"23,905",9,27350,9,27159,9,28745,9,3722,1,4491,10,6532,3,30977,10,32046,10
E01000863,Camden,"3,417",3,10680,5,9758,4,7814,2,571,1,3134,7,3599,2,6888,1,19076,5
E01000864,Camden,"11,262",6,12164,5,14899,6,16281,5,6966,3,3226,7,6179,3,24737,7,30327,9
E01000865,Camden,"12,337",7,21088,8,23464,9,26045,8,10136,4,4150,9,3658,2,19996,5,30190,9
E01000866,Camden,"6,470",4,10315,4,10424,4,11343,4,10964,5,3825,8,2396,1,21252,6,28994,9
E01000867,Camden,"1,672",2,3277,1,5547,2,9425,3,10451,5,3579,8,5297,3,17222,4,12784,2
E01000868,Camden,"2,027",2,7487,3,4088,1,4288,1,6828,3,2270,5,1578,1,9688,2,15155,3
E01000869,Camden,"8,066",5,5789,2,9484,4,12214,4,10405,5,3853,8,5835,3,15470,3,26513,8
E01000870,Camden,"3,932",3,9649,4,7597,3,7314,2,6977,3,4097,9,4609,2,16551,4,24472,7
E01000871,Camden,"14,398",7,16683,7,15351,6,20050,7,4686,2,4435,10,13146,7,30616,9,28079,8
E01000872,Camden,"8,324",5,4650,2,9914,4,10964,3,5219,2,3672,8,5926,3,16080,4,23082,6
E01000873,Camden,"15,685",8,22863,8,20918,8,24022,8,23158,9,4724,10,13789,8,28325,8,23543,7
E01000874,Camden,"21,984",9,31391,10,29813,10,31262,10,25643,10,4750,10,9114,5,31669,10,30209,9
E01000875,Camden,"8,134",5,6531,3,9775,4,12340,4,5030,2,3941,9,11281,7,22771,6,18913,5
E01000876,Camden,"1,336",1,5057,2,5318,2,6898,2,9905,4,3212,7,10894,6,9889,2,17080,4
E01000877,Camden,"9,539",6,27661,9,19085,8,20015,7,22385,9,4538,10,9905,6,23955,7,27571,8
E01000878,Camden,"21,174",9,19382,8,26800,9,31928,10,26140,10,4470,10,12904,7,32413,10,25333,7
E01000879,Camden,"22,868",9,31620,10,29327,10,31036,10,21113,9,4658,10,8513,5,32659,10,28645,8
E01000880,Camden,"20,608",9,32085,10,29715,10,31314,10,22550,9,4128,9,8709,5,32748,10,31445,10
E01000881,Camden,"9,680",6,23074,9,17216,7,21132,7,19869,8,3904,9,6894,4,30532,9,20215,5
E01000882,Camden,"27,194",10,32451,10,32407,10,32701,10,26068,10,4587,10,9082,5,32757,10,31917,10
E01000883,Camden,"14,003",7,25919,9,26239,9,31142,10,9213,4,3859,8,6756,4,31989,10,31090,10
E01000884,Camden,"30,355",10,31228,10,29565,10,28368,9,25836,10,4250,9,13385,8,32601,10,31935,10
E01000885,Camden,"23,601",9,31264,10,29357,10,32074,10,19745,8,3620,8,10944,6,32637,10,25577,7
E01000886,Camden,"19,071",8,21136,8,20396,8,23895,8,20363,9,4674,10,8858,5,31677,10,28613,8
E01000887,Camden,"15,285",8,15116,6,17838,7,19243,6,9554,4,4499,10,10992,6,27641,8,26108,8
E01000888,Camden,"16,534",8,21821,8,17438,7,16252,5,11208,5,4487,10,7947,4,26411,8,25591,7
E01000889,Camden,"4,861",3,3728,1,5054,2,5078,1,13571,6,4437,10,11013,6,10124,2,11132,2
E01000890,Camden,919,1,5852,2,2402,1,2021,1,10386,5,4099,9,15105,8,7763,1,7225,1
E01000891,Camden,"1,737",2,2626,1,2965,1,3664,1,5564,2,3323,7,15187,8,9144,1,8763,1
E01000892,Camden,"11,767",6,8376,4,11256,5,15205,5,10156,4,4531,10,14754,8,30793,9,23190,6
E01000893,Camden,"28,386",10,29972,10,29201,10,29969,10,20281,9,4436,10,13698,8,32258,10,31805,10
E01000894,Camden,"29,535",10,30620,10,30894,10,31646,10,15700,7,4772,10,9226,5,32534,10,20986,6
E01000895,Camden,"10,127",6,22258,8,18320,7,26619,9,26614,10,4691,10,13249,8,26755,8,27133,8
E01000896,Camden,"30,598",10,32281,10,31834,10,32030,10,14353,6,4740,10,8664,5,32693,10,29842,9
E01000897,Camden,"29,493",10,30586,10,30822,10,30989,10,13725,6,4787,10,10754,6,32674,10,31154,10
E01000898,Camden,"5,603",4,18432,7,15739,7,22836,8,28141,10,3714,8,19364,10,19396,5,22924,6
E01000899,Camden,"31,749",10,32557,10,32705,10,32761,10,16786,7,4765,10,5528,3,32829,10,29613,9
E01000900,Camden,"5,901",4,10091,4,9455,4,9733,3,3008,1,4358,10,7729,4,17006,4,14971,3
E01000901,Camden,"5,303",4,2172,1,4116,1,6137,1,9483,4,3935,9,13949,8,17041,4,10719,2
E01000902,Camden,"2,972",2,2576,1,2894,1,4800,1,5999,2,3353,7,13865,8,7757,1,13926,3
E01000903,Camden,"4,912",4,10668,5,9868,4,14560,5,8104,3,4482,10,8224,5,21000,6,28851,9
E01000904,Camden,"3,227",3,4754,2,7498,3,11490,4,2754,1,4087,9,12585,7,23128,6,16774,4
E01000905,Camden,"1,175",1,2787,1,2490,1,4955,1,3588,1,3946,9,10578,6,8821,1,10923,2
E01000906,Camden,"13,982",7,24085,9,21035,8,25070,8,7966,3,4473,10,12135,7,28324,8,31771,10
E01000907,Camden,"3,754",3,8030,3,4713,2,4083,1,2784,1,4166,9,16399,9,11363,2,14347,3
E01000908,Camden,"6,136",4,11335,5,6585,3,6128,1,13796,6,3856,8,6781,4,18475,5,17264,4
E01000909,Camden,"24,894",10,18495,7,19659,8,18405,6,13068,6,4594,10,8000,4,31792,10,29867,9
E01000910,Camden,"26,101",10,27083,9,25952,9,25440,8,7005,3,4714,10,7343,4,31951,10,31749,10
E01000911,Camden,"13,468",7,9329,4,9966,4,12063,4,13773,6,4576,10,13766,8,26689,8,27026,8
E01000912,Camden,"5,990",4,7975,3,7971,3,11392,4,6099,2,4421,10,12195,7,19402,5,20743,5
E01000913,Camden,"32,155",10,32243,10,31900,10,30140,10,3662,1,4564,10,7906,4,31923,10,31309,10
E01000914,Camden,"16,017",8,19826,8,20944,8,24096,8,22616,9,4012,9,1948,1,31642,10,24400,7
E01000915,Camden,"6,628",4,4361,2,6958,3,10994,3,27466,10,3774,8,3964,2,21966,6,18368,5
E01000916,Camden,"5,473",4,8752,4,12013,5,15575,5,28879,10,3484,8,1702,1,25554,7,20960,6
E01000917,Camden,"3,049",2,3275,1,2945,1,3496,1,15120,7,3996,9,4523,2,16859,4,14339,3
E01000918,Camden,"6,783",4,9196,4,12436,5,15092,5,11597,5,3813,8,1517,1,28679,9,22413,6
E01000919,Camden,"5,388",4,10230,4,14218,6,16335,5,5143,2,3819,8,2221,1,20693,5,21328,6
E01000920,Camden,"4,298",3,21081,8,14510,6,19426,6,23762,10,4139,9,3283,1,25517,7,28692,8
E01000921,Camden,"8,990",5,17346,7,18572,7,21254,7,7002,3,4042,9,6013,3,21559,6,29510,9
E01000922,Camden,"4,110",3,6820,3,9614,4,11984,4,12925,6,3950,9,7908,4,14343,3,22703,6
E01000923,Camden,"8,223",5,20923,8,13191,6,11986,4,7683,3,4379,10,11402,7,13405,3,29155,9
E01000924,Camden,"8,678",5,18389,7,16420,7,20211,7,11140,5,4405,10,7265,4,28872,9,30568,9
E01000925,Camden,"2,548",2,4017,2,3920,1,6479,2,14729,7,3919,9,10928,6,13614,3,16195,4
E01000926,Camden,"4,104",3,5011,2,10561,4,17162,6,13586,6,4296,9,11710,7,14660,3,28125,8
E01000927,Camden,"13,117",7,16434,7,16950,7,19526,7,6670,3,4624,10,7949,4,22569,6,26622,8
E01000928,Camden,"8,751",5,9046,4,10682,5,11309,4,12475,6,4444,10,5728,3,18786,5,26540,8
E01000929,Camden,"3,455",3,8959,4,6498,3,9291,3,11605,5,4256,9,8716,5,16981,4,14700,3
E01000930,Camden,"1,574",2,3576,1,4064,1,9908,3,6680,3,3513,8,4006,2,15929,4,15773,4
E01000931,Camden,"2,640",2,2018,1,3955,1,6124,1,1009,1,3467,8,7205,4,17336,4,20079,5
E01000932,Camden,"1,851",2,9042,4,9287,4,12924,4,10821,5,4507,10,14119,8,14950,3,21219,6
E01000933,Camden,"5,540",4,8903,4,9691,4,11881,4,1567,1,4500,10,2982,1,22026,6,22347,6
E01000934,Camden,"2,642",2,4512,2,3267,1,3996,1,11421,5,2979,7,8769,5,6275,1,24572,7
E01000935,Camden,"2,254",2,2302,1,2969,1,5353,1,14955,7,2211,5,12363,7,15134,3,18138,4
E01000936,Camden,"3,696",3,13792,6,10735,5,16109,5,15221,7,3750,8,2533,1,26047,7,13780,3
E01000937,Camden,"10,212",6,16407,7,22586,8,28629,9,7760,3,3071,7,4332,2,28069,8,21048,6
E01000938,Camden,"1,103",1,11685,5,8029,3,9093,3,1972,1,3490,8,690,1,13128,3,16387,4
E01000939,Camden,"1,183",1,4998,2,3310,1,4736,1,1958,1,3896,9,5532,3,12694,3,8707,1
E01000940,Camden,"6,171",4,7995,3,11030,5,16975,6,13925,6,3559,8,4473,2,19309,5,23256,6
E01000941,Camden,"1,139",1,5293,2,3178,1,4445,1,2440,1,4000,9,6394,3,8993,1,15669,3
E01000942,Camden,"14,955",8,6084,2,23530,9,29822,10,18859,8,4006,9,251,1,30494,9,19162,5
E01000943,Camden,"16,371",8,12455,5,15079,6,11042,3,11189,5,3287,7,3186,1,25868,7,31711,10
E01000944,Camden,"1,760",2,6311,3,8019,3,12535,4,21016,9,3923,9,9052,5,21376,6,9026,1
E01000945,Camden,354,1,9529,4,7197,3,9707,3,13447,6,3827,8,2651,1,8036,1,14320,3
E01000946,Camden,"9,413",6,8066,3,12726,5,19827,7,27193,10,4159,9,6180,3,25394,7,22508,6
E01000947,Camden,"2,294",2,6792,3,9881,4,10600,3,8695,4,3092,7,4445,2,14512,3,24965,7
E01000948,Camden,"8,133",5,10547,5,10200,4,10244,3,398,1,3487,8,4056,2,19171,5,23719,7
E01000949,Camden,"7,630",5,8985,4,9864,4,12451,4,26826,10,4366,10,11934,7,14027,3,16168,4
E01000950,Camden,282,1,3169,1,2343,1,4344,1,13875,6,3731,8,4353,2,9620,2,6056,1
E01000951,Camden,"1,547",2,2167,1,2536,1,6476,2,12697,6,3983,9,6097,3,11897,2,11318,2
E01000952,Camden,"1,504",1,4636,2,4990,2,6034,1,3627,1,3770,8,8173,5,11582,2,12528,2
E01000953,Camden,856,1,2524,1,3785,1,8256,2,600,1,4093,9,7113,4,8266,1,11853,2
E01000954,Camden,"4,623",3,4554,2,3203,1,4608,1,23410,9,4089,9,8184,5,10944,2,6162,1
E01000955,Camden,"5,054",4,7424,3,5633,2,5797,1,5240,2,4112,9,8180,5,12542,2,7439,1
E01000956,Camden,"2,335",2,3332,1,5146,2,7144,2,5745,2,3791,8,2420,1,15490,3,10197,2
E01000957,Camden,"5,058",4,3913,1,6345,2,8248,2,7863,3,3430,8,10765,6,17022,4,20480,5
E01000958,Camden,612,1,1852,1,6933,3,11311,4,16078,7,4005,9,12374,7,9028,1,16501,4
E01000959,Camden,"2,432",2,3493,1,3570,1,5939,1,1818,1,3571,8,4322,2,9939,2,9603,1
E01000960,Camden,"11,130",6,9815,4,14178,6,20536,7,11846,5,2983,7,8156,4,29128,9,19339,5
E01000961,Camden,"7,550",5,9161,4,8389,3,8970,3,8400,4,4135,9,10216,6,25788,7,19837,5
E01000962,Camden,"20,459",9,28513,10,29249,10,30941,10,21478,9,4176,9,12388,7,29340,9,29873,9
