ls11cd,la19nm,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile
E01000963,Camden,"13,710",7,23007,9,23658,9,30389,10,18440,8,4378,10,6508,3,30987,10,26896,8
E01000964,Camden,"7,668",5,9027,4,9223,4,13695,4,25367,10,2963,7,14523,8,25589,7,22446,6
E01000965,Camden,"8,909",5,8497,4,11070,5,16175,5,11520,5,4412,10,10595,6,21518,6,22209,6
E01000966,Camden,"21,955",9,24419,9,29273,10,31775,10,13923,6,3775,8,13467,8,31072,10,29307,9
E01000967,Camden,"23,324",9,24262,9,24531,9,27813,9,9591,4,4450,10,8623,5,32405,10,29156,9
E01000968,Camden,"6,844",4,16660,7,16112,7,20113,7,6603,3,4639,10,10673,6,27323,8,23232,6
E01000969,Camden,"17,449",8,23459,9,26957,9,31399,10,18594,8,4670,10,8473,5,31166,10,32326,10
E01000970,Camden,"13,740",7,14878,6,25148,9,28500,9,18589,8,4432,10,4190,2,21554,6,30374,9
E01000971,Camden,"19,074",8,28847,10,24584,9,26110,8,24029,10,4726,10,6194,3,29523,9,31908,10
E01000972,Camden,"4,259",3,5608,2,6182,2,6796,2,18022,8,2372,5,6341,3,17971,4,24492,7
E01000973,Camden,"5,197",4,7329,3,12290,5,14804,5,6557,3,3809,8,6244,3,18066,4,23897,7
E01000974,Camden,"1,386",1,7907,3,7844,3,9538,3,8151,3,3190,7,9265,5,18801,5,18126,4
E01000975,Croydon,"10,370",6,14316,6,16861,7,23305,8,14856,7,2468,6,6578,3,17368,4,15380,3
E01000976,Croydon,"3,910",3,13146,6,10583,4,14371,5,12276,5,2081,5,3045,1,9461,2,20191,5
E01000977,Croydon,"5,040",4,6480,3,6983,3,8518,2,14593,7,1558,4,11045,6,10181,2,18250,4
E01000978,Croydon,"8,971",5,21948,8,18537,7,19136,6,17421,8,532,2,3360,2,19395,5,25867,7
E01000979,Croydon,"16,953",8,15718,6,17083,7,17821,6,21430,9,1635,4,6551,3,22779,6,20376,5
E01000980,Croydon,"9,692",6,5727,2,7170,3,9475,3,12837,6,3703,8,6702,3,9482,2,20204,5
E01000981,Croydon,"13,289",7,16967,7,16718,7,23183,8,19201,8,4103,9,9557,5,18313,5,19260,5
E01000982,Croydon,"12,681",7,8372,4,11691,5,17082,6,13682,6,3538,8,8227,5,22299,6,17428,4
E01000983,Croydon,"20,215",9,19121,8,21331,8,23391,8,17656,8,3662,8,5514,3,20119,5,24114,7
E01000984,Croydon,"4,765",3,6270,3,7036,3,9722,3,13328,6,1833,4,6248,3,5257,1,17496,4
E01000985,Croydon,"28,657",10,24125,9,23968,9,26068,8,14571,7,4410,10,18592,10,24857,7,24426,7
E01000986,Croydon,"24,215",9,16488,7,19001,8,20620,7,11473,5,3132,7,13834,8,24670,7,29297,9
E01000987,Croydon,"23,030",9,22520,8,26455,9,27565,9,13810,6,4597,10,9564,5,24882,7,22263,6
E01000989,Croydon,"23,910",9,16768,7,19823,8,22149,7,22741,9,3001,7,19103,10,21944,6,17361,4
E01000990,Croydon,"4,458",3,3575,1,3703,1,3416,1,11813,5,876,2,11241,6,11082,2,6317,1
E01000991,Croydon,"26,519",10,22587,8,26270,9,27838,9,20914,9,2598,6,19631,10,26949,8,23552,7
E01000992,Croydon,"6,371",4,11878,5,7725,3,5618,1,6632,3,1433,3,10799,6,12304,2,13117,3
E01000993,Croydon,"24,678",9,18919,7,21674,8,25392,8,13558,6,3806,8,10606,6,22053,6,21060,6
E01000994,Croydon,"8,975",5,16229,7,13802,6,15517,5,7120,3,1886,4,12720,7,22567,6,21515,6
E01000995,Croydon,"14,334",7,15517,6,14099,6,17805,6,7688,3,1748,4,5541,3,23611,6,21450,6
E01000996,Croydon,"15,019",8,10710,5,13085,6,15599,5,11511,5,2975,7,8999,5,14542,3,21350,6
E01000997,Croydon,"9,664",6,8915,4,9769,4,13948,5,13874,6,2671,6,10583,6,14014,3,17065,4
E01000998,Croydon,"6,812",4,14018,6,8422,3,8031,2,3649,1,854,2,6986,4,12648,3,15430,3
E01000999,Croydon,"9,630",6,15395,6,12751,5,14216,5,8661,4,3332,7,3048,1,19468,5,16685,4
E01001000,Croydon,"11,730",6,15590,6,11962,5,12288,4,2153,1,1508,4,7278,4,12034,2,17211,4
E01001001,Croydon,"6,933",5,4581,2,4106,1,7283,2,5886,2,763,2,3443,2,11481,2,15477,3
E01001002,Croydon,"7,584",5,15634,6,12233,5,15849,5,14021,6,2285,5,5460,3,16144,4,15470,3
E01001003,Croydon,"9,037",5,8419,4,8508,4,13474,4,13092,6,1283,3,5671,3,22521,6,16811,4
E01001004,Croydon,"4,678",3,6920,3,6566,3,10908,3,13134,6,1048,3,12862,7,19671,5,14293,3
E01001005,Croydon,"5,098",4,18259,7,12607,5,17190,6,5130,2,1591,4,8824,5,16797,4,16682,4
E01001006,Croydon,"6,343",4,8846,4,7672,3,12785,4,6757,3,62,1,16343,9,17495,4,12367,2
E01001007,Croydon,"10,165",6,11391,5,11095,5,20203,7,18256,8,1339,3,11529,7,25153,7,17829,4
E01001008,Croydon,"6,198",4,8618,4,7231,3,11320,4,9446,4,1372,3,8834,5,12330,2,7776,1
E01001009,Croydon,"6,201",4,10532,5,10190,4,14297,5,10706,5,1335,3,6696,3,19638,5,19529,5
E01001010,Croydon,"2,879",2,4180,2,4075,1,6850,2,1856,1,942,2,5907,3,12389,2,4750,1
E01001011,Croydon,"3,051",2,9125,4,7705,3,9596,3,4312,2,682,2,7861,4,20531,5,13664,3
E01001012,Croydon,"2,537",2,8014,3,6292,2,9219,3,2621,1,392,1,4527,2,10488,2,11518,2
E01001013,Croydon,572,1,3585,1,2862,1,4798,1,1680,1,492,2,11498,7,5303,1,7901,1
E01001014,Croydon,"5,192",4,11447,5,10676,5,13838,4,3175,1,684,2,4800,2,12765,3,14363,3
E01001015,Croydon,"17,573",8,4750,2,8597,4,12171,4,22178,9,559,2,23914,10,17984,4,13591,3
E01001016,Croydon,"25,350",10,20685,8,21999,8,21376,7,19908,8,544,2,22838,10,24421,7,24701,7
E01001017,Croydon,"29,832",10,29846,10,29612,10,30396,10,30905,10,1033,3,20560,10,30109,9,28929,9
E01001018,Croydon,"27,567",10,29278,10,29223,10,30240,10,18644,8,4311,9,18490,10,25133,7,25539,7
E01001019,Croydon,"25,873",10,26607,9,28229,10,29211,9,28865,10,3678,8,25646,10,27654,8,26729,8
E01001020,Croydon,"21,464",9,30132,10,25143,9,22849,8,18945,8,4544,10,20350,10,25837,7,21596,6
E01001021,Croydon,"7,566",5,3566,1,4619,2,7042,2,9130,4,1189,3,23390,10,7144,1,6341,1
E01001022,Croydon,"27,216",10,22649,8,25667,9,26814,9,15788,7,1780,4,27005,10,28853,9,26986,8
E01001023,Croydon,"12,498",7,11915,5,11262,5,9844,3,13090,6,2202,5,8925,5,14367,3,22719,6
E01001024,Croydon,"24,263",9,24332,9,23496,9,23019,8,15839,7,4515,10,18507,10,25305,7,26076,7
E01001025,Croydon,"31,179",10,25807,9,29305,10,30751,10,23068,9,3698,8,20850,10,30024,9,21957,6
E01001026,Croydon,"23,016",9,11750,5,15179,6,20070,7,23606,9,4085,9,24458,10,20635,5,17912,4
E01001027,Croydon,"24,711",9,24001,9,24022,9,24424,8,20377,9,2491,6,20371,10,26062,7,20924,6
E01001028,Croydon,"27,288",10,30765,10,29964,10,25430,8,24781,10,3725,8,19938,10,28534,9,30247,9
E01001029,Croydon,"22,285",9,20157,8,20222,8,19324,6,14321,6,1118,3,18109,9,21597,6,29325,9
E01001030,Croydon,"28,687",10,28306,10,28670,10,29723,10,16421,7,2813,6,20171,10,28640,9,30845,9
E01001031,Croydon,"31,351",10,31291,10,30499,10,28913,9,7992,3,4578,10,19483,10,27120,8,30438,9
E01001032,Croydon,"32,310",10,30931,10,32101,10,30592,10,28192,10,4317,9,23175,10,26598,8,31155,10
E01001033,Croydon,"15,227",8,23174,9,22048,8,26834,9,12881,6,2469,6,4082,2,23678,7,25011,7
E01001034,Croydon,"23,140",9,17927,7,20511,8,21378,7,21633,9,1696,4,9535,5,21692,6,21635,6
E01001035,Croydon,"17,751",8,15485,6,18026,7,17813,6,18793,8,1403,3,14806,8,10658,2,21642,6
E01001036,Croydon,"24,796",9,31178,10,29641,10,26443,9,11973,5,887,2,18575,10,24711,7,27792,8
E01001037,Croydon,"10,378",6,11974,5,12919,5,17995,6,16333,7,3438,8,4313,2,15975,4,14820,3
E01001038,Croydon,"13,900",7,16536,7,17418,7,17416,6,19348,8,1302,3,12628,7,15171,3,18559,5
E01001039,Croydon,"30,697",10,30825,10,25359,9,24396,8,12022,5,3440,8,22412,10,29394,9,30929,9
E01001040,Croydon,"15,035",8,15295,6,16339,7,18694,6,23878,10,3391,8,6688,3,23898,7,20961,6
E01001041,Croydon,"12,068",7,14959,6,14452,6,14657,5,10957,5,2647,6,4897,2,14856,3,22878,6
E01001042,Croydon,"6,784",4,5208,2,7542,3,13376,4,215,1,997,3,2442,1,13966,3,12293,2
E01001043,Croydon,"3,884",3,7211,3,9099,4,13670,4,1425,1,1246,3,1585,1,18528,5,19163,5
E01001044,Croydon,"22,237",9,23098,9,22742,9,28330,9,11935,5,2597,6,14696,8,28309,8,31599,10
E01001045,Croydon,"6,502",4,6706,3,6818,3,5841,1,11842,5,760,2,1440,1,12346,2,16795,4
E01001046,Croydon,"19,662",9,28219,10,26262,9,30462,10,20647,9,1410,3,12317,7,29805,9,30378,9
E01001047,Croydon,"5,833",4,16654,7,16027,7,20686,7,5164,2,2242,5,2388,1,16229,4,21850,6
E01001048,Croydon,"8,032",5,10706,5,9584,4,11219,3,1733,1,1364,3,9413,5,13365,3,21326,6
E01001049,Croydon,"29,818",10,26782,9,27876,10,25666,8,4572,2,1390,3,20318,10,29746,9,31366,10
E01001050,Croydon,"5,742",4,19448,8,11751,5,17465,6,11019,5,1056,3,13433,8,11121,2,24556,7
E01001051,Croydon,"1,387",1,5674,2,3244,1,6374,2,6153,2,1279,3,25355,10,6946,1,4657,1
E01001052,Croydon,"5,807",4,1744,1,2107,1,4033,1,7532,3,873,2,23713,10,10373,2,5281,1
E01001053,Croydon,"7,890",5,6049,2,6040,2,7708,2,9827,4,2248,5,13217,7,11627,2,5221,1
E01001054,Croydon,"5,779",4,2874,1,4560,2,5656,1,13421,6,1882,4,18154,9,9170,1,5496,1
E01001055,Croydon,"3,126",3,4930,2,4742,2,4511,1,8423,4,2412,5,11523,7,9504,2,2859,1
E01001056,Croydon,"5,228",4,3141,1,3151,1,5267,1,12649,6,1252,3,20809,10,11507,2,4206,1
E01001057,Croydon,"3,297",3,2795,1,2173,1,4931,1,15498,7,921,2,24307,10,10122,2,3672,1
E01001058,Croydon,"26,818",10,24924,9,24166,9,22360,7,14851,7,3191,7,25177,10,19659,5,18759,5
E01001059,Croydon,"22,975",9,12389,5,16272,7,19594,7,24877,10,1729,4,21446,10,16346,4,21791,6
E01001060,Croydon,"19,804",9,8731,4,11796,5,17409,6,4600,2,2094,5,21782,10,22846,6,14923,3
E01001061,Croydon,"14,615",7,6886,3,10741,5,14102,5,7407,3,1624,4,19555,10,16907,4,11560,2
E01001062,Croydon,"25,894",10,16154,7,19900,8,22037,7,19236,8,4206,9,19776,10,25010,7,25968,7
E01001063,Croydon,"25,714",10,20595,8,24231,9,26892,9,21089,9,4611,10,18564,10,28206,8,25552,7
E01001064,Croydon,"25,830",10,24004,9,26104,9,25305,8,4086,2,1895,4,20804,10,28047,8,26431,8
E01001065,Croydon,"22,069",9,13927,6,18681,8,20762,7,7847,3,2234,5,15131,8,23363,6,20378,5
E01001066,Croydon,"2,962",2,2078,1,2735,1,4851,1,15323,7,643,2,20558,10,8253,1,8121,1
E01001067,Croydon,"32,257",10,31888,10,32423,10,27754,9,27007,10,1999,5,22734,10,24444,7,31124,10
E01001068,Croydon,"22,295",9,13735,6,16389,7,17790,6,21025,9,774,2,20859,10,25323,7,16711,4
E01001069,Croydon,"25,654",10,30788,10,28010,10,25557,8,28804,10,1319,3,23717,10,21743,6,27051,8
E01001070,Croydon,"20,725",9,13825,6,15820,7,18478,6,24709,10,2054,5,25416,10,19478,5,21321,6
E01001071,Croydon,"22,009",9,18588,7,20843,8,22580,8,20237,9,1648,4,21233,10,27103,8,17673,4
E01001072,Croydon,"27,927",10,24315,9,28592,10,31401,10,20989,9,1305,3,24547,10,26626,8,30769,9
E01001073,Croydon,"20,451",9,19174,8,19654,8,18436,6,24053,10,989,3,11114,6,17338,4,28201,8
E01001074,Croydon,"12,454",7,12237,5,14419,6,19619,7,22300,9,1032,3,10508,6,20920,6,19409,5
E01001075,Croydon,"16,790",8,23382,9,22874,9,26005,8,24598,10,2265,5,11962,7,19548,5,26123,8
E01001076,Croydon,"7,181",5,5232,2,5350,2,5113,1,10290,5,1517,4,16447,9,8146,1,5615,1
E01001077,Croydon,"19,620",9,16147,7,16644,7,17531,6,12286,5,3056,7,14752,8,18875,5,9548,1
E01001078,Croydon,"10,000",6,2693,1,4658,2,6561,2,7122,3,1269,3,18293,9,9681,2,5860,1
E01001079,Croydon,"6,594",4,2966,1,5032,2,7816,2,21591,9,499,2,18136,9,9929,2,6253,1
E01001080,Croydon,"4,482",3,3803,1,2407,1,1922,1,7669,3,617,2,24226,10,4287,1,2931,1
E01001081,Croydon,"5,030",4,4500,2,5794,2,9070,3,15711,7,1527,4,15856,9,6054,1,3254,1
E01001082,Croydon,"9,836",6,5839,2,6570,3,6932,2,7526,3,1660,4,19129,10,13263,3,4545,1
E01001083,Croydon,"16,192",8,17063,7,18098,7,24770,8,11415,5,2413,5,12378,7,27056,8,26355,8
E01001084,Croydon,"18,002",8,24569,9,22264,8,25295,8,9879,4,2744,6,5534,3,23665,7,28468,8
E01001085,Croydon,"8,349",5,15738,7,13831,6,21226,7,9245,4,2669,6,3859,2,27381,8,21398,6
E01001086,Croydon,"13,602",7,23243,9,19166,8,22336,7,4300,2,2277,5,10212,6,24683,7,23764,7
E01001087,Croydon,"8,674",5,16732,7,14418,6,16697,6,5616,2,1012,3,4467,2,24306,7,15440,3
E01001088,Croydon,"14,854",7,13204,6,13748,6,17723,6,21164,9,2862,6,12820,7,25151,7,17399,4
E01001089,Croydon,"5,671",4,11144,5,9066,4,13999,5,7150,3,1361,3,3557,2,10952,2,16389,4
E01001090,Croydon,"7,164",5,14190,6,12043,5,16464,5,10811,5,981,3,5240,3,23894,7,15701,3
E01001091,Croydon,"14,990",8,20446,8,18208,7,21161,7,5764,2,2737,6,13290,8,23923,7,26623,8
E01001092,Croydon,"20,385",9,21979,8,19077,8,11518,4,10017,4,947,2,16006,9,18090,4,28657,8
E01001093,Croydon,"17,068",8,17207,7,19068,8,23591,8,20213,9,2670,6,18242,9,25032,7,23531,7
E01001094,Croydon,"29,172",10,27711,9,28544,10,28830,9,18897,8,1802,4,19206,10,27201,8,31357,10
E01001095,Croydon,"19,357",8,9970,4,13949,6,17590,6,15773,7,2648,6,13567,8,21912,6,23672,7
E01001096,Croydon,"27,025",10,29514,10,28934,10,25762,8,24907,10,2363,5,23447,10,28791,9,31958,10
E01001097,Croydon,"9,348",6,12118,5,10911,5,12527,4,7633,3,2333,5,10914,6,19695,5,19374,5
E01001098,Croydon,"27,986",10,30703,10,28936,10,29768,10,16407,7,2988,7,20708,10,23733,7,31136,10
E01001099,Croydon,"16,732",8,10957,5,11730,5,11977,4,20675,9,1308,3,15686,9,25307,7,22129,6
E01001100,Croydon,"24,159",9,21425,8,25735,9,30186,10,23646,9,2208,5,11147,6,28474,8,31081,10
E01001101,Croydon,"30,760",10,31477,10,31442,10,29348,9,27930,10,3412,8,22023,10,28772,9,29402,9
E01001102,Croydon,"24,813",9,22477,8,25534,9,26304,9,19767,8,4475,10,20516,10,24120,7,27667,8
E01001103,Croydon,"28,767",10,25547,9,25420,9,21670,7,26797,10,4321,9,26211,10,27304,8,24655,7
E01001104,Croydon,"28,875",10,30265,10,30221,10,29733,10,21508,9,4367,10,13813,8,28145,8,29695,9
E01001105,Croydon,"10,044",6,16365,7,14003,6,14663,5,17404,8,1525,4,18737,10,12662,3,14636,3
E01001106,Croydon,"18,756",8,19316,8,19727,8,19551,7,19165,8,4082,9,22130,10,19619,5,16624,4
E01001107,Croydon,"31,636",10,30722,10,30619,10,29469,9,27760,10,1653,4,19425,10,30422,9,31439,10
E01001108,Croydon,"30,590",10,28655,10,31163,10,31235,10,23847,10,2859,6,23561,10,32218,10,30447,9
E01001109,Croydon,"10,770",6,5768,2,6568,3,7647,2,9522,4,1039,3,6748,4,16096,4,10927,2
E01001110,Croydon,330,1,5085,2,4820,2,6608,2,2779,1,1138,3,1631,1,3767,1,12676,2
E01001111,Croydon,"12,293",7,10174,4,9867,4,11285,4,4131,2,2375,5,4000,2,14357,3,14425,3
E01001112,Croydon,720,1,6973,3,5196,2,9031,3,12864,6,1290,3,17326,9,8387,1,15207,3
E01001113,Croydon,"11,959",7,11183,5,9452,4,10005,3,6145,2,1362,3,5741,3,18112,4,14778,3
E01001114,Croydon,"5,805",4,2763,1,4035,1,6683,2,3901,2,593,2,7534,4,7053,1,7040,1
E01001115,Croydon,"1,412",1,5539,2,3724,1,5471,1,755,1,681,2,9119,5,5861,1,10212,2
E01001116,Croydon,"17,041",8,8608,4,9835,4,10112,3,5006,2,1795,4,4629,2,14084,3,15517,3
E01001117,Croydon,"8,243",5,14359,6,11890,5,14031,5,7188,3,478,1,4100,2,16702,4,18335,5
E01001118,Croydon,"2,010",2,5407,2,3662,1,4753,1,2836,1,813,2,9037,5,9396,1,13330,3
E01001119,Croydon,"29,509",10,27402,9,28382,10,25113,8,28188,10,1757,4,27764,10,28426,8,20119,5
E01001120,Croydon,"24,636",9,25532,9,24604,9,24293,8,18908,8,4608,10,11194,6,21362,6,21028,6
E01001121,Croydon,"31,639",10,25424,9,29947,10,29267,9,21778,9,2510,6,27491,10,25244,7,24901,7
E01001122,Croydon,"30,016",10,26915,9,29996,10,31846,10,26410,10,799,2,17042,9,28378,8,25499,7
E01001123,Croydon,"28,283",10,28940,10,29516,10,27751,9,17702,8,1872,4,22884,10,26578,8,22631,6
E01001124,Croydon,"30,574",10,29231,10,30874,10,29452,9,25666,10,3063,7,21957,10,27321,8,29713,9
E01001125,Croydon,"23,369",9,15235,6,19084,8,19674,7,18556,8,4385,10,18170,9,19658,5,21064,6
E01001126,Croydon,"30,551",10,20881,8,28081,10,30157,10,25219,10,3800,8,17622,9,25922,7,23751,7
E01001127,Croydon,"27,237",10,21888,8,22432,8,22434,7,14792,7,4526,10,18743,10,27820,8,23138,6
E01001128,Croydon,"7,807",5,3878,1,3716,1,6508,2,8287,3,1466,4,18325,9,13883,3,6957,1
E01001129,Croydon,"31,569",10,27622,9,31018,10,28046,9,24178,10,4589,10,22857,10,29574,9,25020,7
E01001130,Croydon,"3,898",3,2740,1,2333,1,6284,2,11554,5,571,2,19676,10,16012,4,8498,1
E01001131,Croydon,"13,412",7,19411,8,19667,8,28202,9,28005,10,1119,3,18977,10,24254,7,18831,5
E01001132,Croydon,"28,607",10,24986,9,25825,9,23657,8,18003,8,3962,9,19076,10,25014,7,21576,6
E01001133,Croydon,"18,735",8,18123,7,18980,8,21627,7,23339,9,4047,9,16560,9,24514,7,19348,5
E01001134,Croydon,"20,591",9,19679,8,21537,8,25459,8,23937,10,2613,6,20097,10,27959,8,23109,6
E01001135,Croydon,"31,939",10,12900,5,22196,8,27558,9,17995,8,4091,9,18497,10,30596,9,21278,6
E01001136,Croydon,"10,301",6,7343,3,8366,3,9866,3,4531,2,1356,3,1401,1,13961,3,15504,3
E01001137,Croydon,"14,475",7,12809,5,11374,5,9995,3,3712,1,2609,6,12754,7,17779,4,26777,8
E01001138,Croydon,"15,788",8,11338,5,13734,6,17490,6,7560,3,1923,4,12802,7,22404,6,24733,7
E01001139,Croydon,"15,308",8,12039,5,14786,6,17188,6,10050,4,2421,6,5375,3,24255,7,18594,5
E01001140,Croydon,"14,155",7,9837,4,11845,5,17351,6,11138,5,1702,4,9100,5,16404,4,16873,4
E01001141,Croydon,"6,705",4,7412,3,7504,3,8781,2,11525,5,1007,3,11767,7,17911,4,18146,4
E01001142,Croydon,"18,851",8,14195,6,14575,6,16028,5,3278,1,3082,7,8461,5,15992,4,21793,6
E01001143,Croydon,"5,625",4,10577,5,8796,4,10266,3,11099,5,542,2,6502,3,13493,3,13099,3
E01001144,Croydon,"4,363",3,7806,3,6262,2,4689,1,10398,5,982,3,4684,2,7741,1,12734,2
E01001145,Croydon,"3,985",3,2775,1,3243,1,5135,1,5224,2,1242,3,3899,2,10921,2,13070,3
E01001146,Croydon,"11,808",7,14101,6,12825,5,14155,5,14011,6,3058,7,5915,3,23311,6,19396,5
E01001147,Croydon,"9,360",6,6539,3,6387,2,8152,2,8392,4,1295,3,7473,4,10990,2,6999,1
E01001148,Croydon,"8,761",5,8465,4,9952,4,15377,5,13656,6,2842,6,4278,2,13029,3,20123,5
E01001149,Croydon,"17,623",8,15926,7,16139,7,18863,6,14808,7,2599,6,12406,7,21369,6,20728,5
E01001150,Croydon,"13,149",7,11203,5,12388,5,17088,6,5983,2,1745,4,9315,5,23765,7,23750,7
E01001151,Croydon,"4,313",3,9865,4,5531,2,4412,1,4047,2,1088,3,5371,3,7507,1,8053,1
E01001152,Croydon,"4,377",3,5884,2,5237,2,7464,2,3937,2,1347,3,2356,1,9655,2,14918,3
E01001153,Croydon,"14,396",7,10646,5,11552,5,13772,4,8381,4,2357,5,7619,4,22014,6,14795,3
E01001154,Croydon,"13,872",7,9055,4,9582,4,12639,4,4695,2,1413,3,2613,1,22522,6,12537,2
E01001155,Croydon,710,1,5850,2,2838,1,5169,1,4918,2,422,1,8574,5,4815,1,11442,2
E01001156,Croydon,"4,727",3,10114,4,8474,4,12869,4,17206,8,1062,3,14290,8,8418,1,16192,4
E01001157,Croydon,"11,985",7,13315,6,14352,6,18142,6,5632,2,3035,7,11391,7,23020,6,21674,6
E01001158,Croydon,"16,500",8,10971,5,12824,5,16169,5,16453,7,1877,4,8133,4,18848,5,16748,4
E01001159,Croydon,"16,575",8,16296,7,17482,7,23608,8,13747,6,1567,4,14104,8,25792,7,25298,7
E01001160,Croydon,"13,907",7,18272,7,15346,6,20496,7,15497,7,3841,8,16031,9,23985,7,20283,5
E01001161,Croydon,877,1,3256,1,2426,1,3696,1,9006,4,864,2,16155,9,7272,1,7092,1
E01001162,Croydon,"9,216",5,9835,4,8681,4,8869,2,7341,3,1291,3,9485,5,15275,3,16356,4
E01001163,Croydon,"18,683",8,14126,6,17867,7,19193,6,10035,4,3447,8,4792,2,25019,7,24833,7
E01001164,Croydon,"10,414",6,8045,3,12256,5,14782,5,10231,4,1832,4,8708,5,22368,6,23370,7
E01001165,Croydon,"12,172",7,12365,5,13105,6,13367,4,5610,2,1830,4,5658,3,18675,5,17594,4
E01001166,Croydon,"4,411",3,4550,2,6630,3,11273,4,13348,6,630,2,8144,4,6112,1,13870,3
E01001167,Croydon,"12,570",7,10948,5,12396,5,16288,5,10037,4,1580,4,7667,4,16949,4,20693,5
E01001168,Croydon,"16,737",8,15658,6,16531,7,21297,7,8448,4,1869,4,3585,2,14710,3,18835,5
E01001169,Croydon,"5,340",4,6859,3,5890,2,7456,2,15799,7,1299,3,12392,7,8000,1,8955,1
E01001170,Croydon,"10,073",6,12517,5,10809,5,10595,3,8068,3,2052,5,3926,2,9872,2,23048,6
E01001171,Croydon,"11,495",6,9537,4,10301,4,10494,3,20282,9,776,2,15106,8,17070,4,14907,3
E01001172,Croydon,"2,991",2,2584,1,2559,1,4112,1,8838,4,694,2,14930,8,7770,1,5330,1
E01001173,Croydon,"13,333",7,10780,5,12490,5,15303,5,16598,7,1365,3,17538,9,16188,4,21305,6
E01001174,Croydon,"8,644",5,13039,6,10203,4,14910,5,5226,2,2584,6,12026,7,23335,6,15001,3
E01001175,Croydon,"9,770",6,11394,5,8674,4,8026,2,4401,2,1641,4,5753,3,11149,2,20194,5
E01001176,Croydon,"11,052",6,15760,7,12660,5,16493,5,4792,2,1358,3,7639,4,23091,6,19632,5
E01001177,Croydon,"7,580",5,9400,4,7178,3,7412,2,8329,4,1073,3,8067,4,11079,2,16305,4
E01001178,Croydon,410,1,75,1,252,1,2336,1,9037,4,317,1,7485,4,2370,1,7634,1
E01001179,Croydon,"12,173",7,14280,6,12613,5,19461,6,8834,4,2779,6,3204,1,23623,7,18854,5
E01001180,Croydon,"7,267",5,10429,4,8878,4,14734,5,5548,2,1677,4,1760,1,19888,5,17687,4
E01001181,Croydon,"1,634",2,6242,3,4012,1,6113,1,3522,1,419,1,2493,1,7998,1,13745,3
E01001182,Croydon,"14,654",7,11960,5,12810,5,16762,6,6455,3,2361,5,6765,4,19789,5,18012,4
E01001183,Croydon,"7,222",5,12613,5,10633,4,12745,4,7764,3,1416,3,9614,5,21982,6,16051,4
E01001184,Croydon,"14,316",7,15255,6,15891,7,19569,7,8660,4,3057,7,10270,6,21069,6,21478,6
E01001185,Croydon,"12,672",7,10752,5,13270,6,16210,5,14215,6,2126,5,10735,6,18245,5,15767,4
E01001186,Croydon,"6,332",4,9801,4,7620,3,7879,2,13286,6,1337,3,10830,6,11356,2,15462,3
E01001187,Croydon,"11,326",6,14378,6,13251,6,14283,5,16812,7,2132,5,5825,3,21619,6,17936,4
E01001188,Croydon,"9,139",5,6503,3,8144,3,10412,3,4857,2,1861,4,8140,4,16133,4,15296,3
E01001189,Croydon,"21,239",9,16222,7,16141,7,12821,4,11075,5,3377,7,13728,8,22075,6,19464,5
E01001190,Croydon,"9,054",5,6552,3,8437,4,10577,3,12889,6,1524,4,5300,3,12573,2,18562,5
E01001191,Croydon,"6,346",4,3852,1,5617,2,8237,2,5507,2,1136,3,2108,1,12376,2,18064,4
E01001192,Croydon,"5,835",4,11422,5,9062,4,10440,3,5652,2,1448,3,11070,6,13483,3,15674,3
E01001193,Croydon,"7,820",5,4794,2,4905,2,5036,1,15612,7,661,2,19763,10,11700,2,10061,2
E01001194,Croydon,"14,612",7,11956,5,14799,6,19399,6,5801,2,3788,8,10068,6,21792,6,15884,4
E01001195,Ealing,"15,092",8,17814,7,18654,8,29742,10,12182,5,1384,3,12898,7,27642,8,21417,6
E01001196,Ealing,"5,723",4,3385,1,4249,1,4644,1,10824,5,1170,3,4114,2,7395,1,17112,4
E01001197,Ealing,"8,468",5,18580,7,12413,5,11005,3,11014,5,1873,4,8289,5,16214,4,24736,7
E01001198,Ealing,"17,856",8,21298,8,21058,8,19259,6,11615,5,2651,6,7221,4,22394,6,30661,9
E01001199,Ealing,"6,207",4,6035,2,8204,3,11671,4,18475,8,2350,5,13650,8,16752,4,20200,5
E01001200,Ealing,"16,960",8,19529,8,18773,8,18163,6,11467,5,2724,6,9216,5,18028,4,29112,9
E01001201,Ealing,"9,857",6,13540,6,14729,6,17119,6,12909,6,2695,6,6451,3,24152,7,24498,7
E01001202,Ealing,"2,959",2,8177,3,6258,2,7681,2,2457,1,1188,3,4702,2,14703,3,20555,5
E01001203,Ealing,"1,554",2,7831,3,5391,2,6540,2,13036,6,1344,3,4383,2,10413,2,21539,6
E01001204,Ealing,"16,414",8,11988,5,14379,6,18935,6,22903,9,2881,6,13093,7,24671,7,30598,9
E01001205,Ealing,"7,448",5,11625,5,7610,3,7924,2,9249,4,67,1,11586,7,20350,5,21222,6
E01001206,Ealing,"2,029",2,1975,1,1821,1,3675,1,20857,9,43,1,16463,9,15495,3,9401,1
